companyName,companyAddress,companyIndustry,companyCountry,companyContacts,companyTel,companyPhone,companyFax,companyMail,userName
"MODABBER BENSONS JONSONS INTERNATIONAL","NO.35 GHARANI AVE.FERDOWSI SQ.,TEHRAN",办公文教,伊朗,A.MODABBER,,"0098 21 8842157/8309662/9112212113","0098 21 8846924",MODABBERCO@YAHOO.COM,MODABBERCO
"SARABI IMPORT-EXPORT CO.,LTD.","P.O.BOX:11365-479,TEHRAN",办公文教,伊朗,"MOSTAFA MAJEED",,"0098 21 5809203","0098 21 5616918",SARABI1965@YAHOO.COM,SARABI1965
"AZARAN TAHRIRAT",TABRIZ,办公文教,伊朗,"MEHDI KETABCHI",,"0098 411 6372049/6372646","0098 411 6372048",INFO@AZARAN-TAHRIRAT.COM,INFO
"IRAN OZHAN CO.","NO.5 FOURTH ST.MAHNAZ ST.,DR.BEHESHTI AVE,TEHRAN",办公文教,伊朗,M.AGZACHI,,"0098 21 8744086","0098 21 8743447",PENA@MORVA.NET,PENA
"PALIZ SEPEHR COMMERCIAL CO. LTD","P.O.BOX 13185-1653 TEHRAN",办公文教,伊朗,"M. NAMAZIAN",,"0098 21 6431677","0098 21 6924228",PALIZ@SINASOFT.NET,PALIZ
H-FIROUZI,"P.O.BOX 11616-35311 TEHRAN",办公文教,伊朗,"HAMID FIROUZI",,"0098 21 2257039/2852023","0098 21 2852023","HAMID FIROUZI@TEHRAN.IRPOST.COM","HAMID FIROUZI"
"MAK TRADING CO.","NO.1,20TH.KHALED ESLAMBOLI(VOZARA)AVE.TEHRAN",办公文教,伊朗,"MASOUD KOUCHEKMANESH",,"0098 21 8726510/8726511/8726512","0098 21 8715288",MAK-TRADINGCO@YAHOO.DE,MAK-TRADINGCO
"GAL-RAM LTD.","MESHEK 35, MOSHAV ZITAN, LOD",办公文教,以色列,"SHALEV GIDEON",,"00972 8 9295742","00972 8 9291870",GAL-RAM@INTERNET-ZAHAV.NET,GAL-RAM
"MANN & MAIRONE","REHOV HA-YEZIRA 3, 12TH FLOOR,RAMAT GAN",办公文教,以色列,"GAVRIEL MAIRONE",,"00972 3 7517212","00972 3 7518125",TAXLAW@MM-LAW.COM,TAXLAW
"ARIEL OFFICE","35 KEFAR GILADI ST. TEL-AVIV",办公文教,以色列,"ATTOUN MICHAEL",,"00972 6 818868","00972 6 817494",ARIEL_OL@NETVISION.NET.IL,ARIEL_OL
"MASTER INDUSTRIAL PRODUCTS (1977) LTD.","P.O.BOX 4029 PETACH TIKVA 49130",办公文教,以色列,"ERROL DERMAN B.COM.C.A.(S.A.)",,"00972 3 9231732","00972 3 9232862",DERMAN@MIP.CO.IL,DERMAN
PRIEL,"41 YESOD HAMALA ST.TEL-AVIV",办公文教,以色列,"MEIR BEN-ADERET",,"00972 3 6872622","00972 3 6872635",PRIEL1@NETVISION.NET.IL,PRIEL1
"A.A. MARKETING","37 REINESS ST.,GIVATAIM",办公文教,以色列,"AMIR AZAR",,"00972 3 7317718/50729968","00972 3 5733091",AMIRAZAR@012.NET.IL,AMIRAZAR
"BAIT AL-MAQDIS FOR FURNITURE CO.","ZUR IGAL",办公文教,以色列,"ADNAN MANASRAH",,"00972 9 2681776","00972 9 2681556",ABU-GASSAN@MAKTOOB.COM,ABU-GASSAN
"SHAY-LINE LTD.","6 TNUAT HAMERI ST.,KIRIAT-ONO,ISRAEL",办公文教,以色列,"Mr. EYAL LINDMAN",,"00972 3 6390311","00972 3 6392441",SHAYLINE@NETVISION.NET.IL,SHAYLINE
"NBS LTD.","MOSHAV ACHIEZER",办公文教,以色列,"DORON HATAN",,"00972 8 9251458/53360111","00972 8 9255671",DORONH@BARSARA.COM,DORONH
"Trak Shoes Industries Ltd","6 Faltin Naftali Street, 75653, Rishon Lezion",办公文教,以色列,"David Amar",,"00972 3 9622912","00972 3 9521094",TRAK@INTERNET-ZAHAV.NET,TRAK
"CHAD PEAMIT","23 GIVAT SHAUL ST.,JERUSALEM",办公文教,以色列,"YOSI BURD",,"00972 2 6537779","00972 2 6537090",C-PEAMIT@INTER.NET.IL,C-PEAMIT
"TOBI LTD.","16,RAZIEL ST.,JAFFA-TEL AVIV",办公文教,以色列,"SHLOMO ZAMIR",,"00972 3 6819095/6874293/64464601","00972 3 6819095",TOBI98@ZAHAV.NET.IL,TOBI98
"SIPORT, SpA","Via Giotto 1, - Palazzo Il Quadrato, I 20090, SEGRATE",办公文教,意大利,"Silvana Scalese",,"0039 02 213041","0039 02 26922219",info@siport.it,info
"TREND CASA S.R.L.","VIA ROMA,279,TRICESIMO,UDINE",办公文教,意大利,"SILVANO TURRIN",,"0039 3355431540","0039 0432 674958",SILVANOTU@LIBERO.IT,SILVANOTU
"ITERNET S.R.L.","I-29100 PIACENZA VIA ANSALDI 21",办公文教,意大利,"FABIO SERENA",,"0039 0523 571065","0039 0523 602229",INFO@ITERNET-EUROPE.COM,INFO
"DIECO CARBUCINO","VIA CORA 84",办公文教,意大利,"DIECO CARBUCINO",,"0039 0585 792197","0039 0585 792197",DIECOCARBUCINO@HOTMAIL.COM,DIECOCARBUCINO
"SMART TRADE S.R.L.","VIA CAMPIGLIONE,20 FERMO (AP)",办公文教,意大利,"MAURIZIO FOGANTE",,"0039 0734 605436/3336975090","0039 0734 605435",HOTSAND@EMAIL.IT,HOTSAND
"STONEFLY, SpA","Viale Enrico Fermi 2/4, I 31011, ASOLO",办公文教,意大利,"Loredana Polo",,"0039 0423 5231","0039 0423 950699",INFO@STONEFLY.IT,INFO
"CALZATURIFICIO SATY, Srl","Via Dossanti 7, I 36062, CONCO",办公文教,意大利,"Paola Brunello",,"0039 0424 709013","0039 0424 709128",saty@saty.it,saty
"GUIMER, Srl","Via Caduti di Reggio Emilia 38, /40, I 40033, CASALECCHIO DI RENO",办公文教,意大利,"Barbara Bonetti",,"0039 051 758196","0039 051 752607",guimer@tin.it,guimer
"PASSFORM, Srl","Via Macello 26, I 39100, BOLZANO",办公文教,意大利,"Gerhard Pitschl",,"0039 0471 981876","0039 0471 981877",roland@naturallook.it,roland
"G.M.G., SpA","Viale delle Industrie II Strada, 34/36 - Loc. Cagnola, I 35025, CARTURA",办公文教,意大利,"Paolo Barbieri",,"0039 049 9555108","0039 049 9555464",info@gmg-group.com,info
"EUROKART DI S. POTENTE & C. S.A.S.","VIA PAPA BENEDETTO XIII N. 14,BARI",办公文教,意大利,,,"0039 80 5043973/5618995","0039 80 5043973",EUROKART@LIBERO.IT,EUROKART
"FRATELLI BATTISTINI, SpA","Via Pralongo 39, I 31050, MONASTIER DI TREVISO",办公文教,意大利,"Antonio Battistini",,"0039 0422 898030","0039 0422 898110",COOISSHOES@TIN.IT,COOISSHOES
"VEDIKA EXPORTS (TEA) P.LTD.","17,TARATALLA ROAD,KOLKATA-700088",办公文教,印度,S.K.BHOOTRA,,"0091 33 4010872/2406805","0091 33 2471908",VEDIKAT@GIASCL01.VSNL.NET.IN,VEDIKAT
"MOHINDRA BROTHERS LIMITED","MATA RANI ROAD,LUDHIANA",办公文教,印度,R.P.MOHINDRA,,"0091 161 744714/744715","0091 161 744716",MOHINDRABROS@VSNL.COM,MOHINDRABROS
"BIMAL STATIONERY PVT.LTD.","J-227,ANSA INDUSTRIAL ESTATE,SAKI-VIHAR ROAD,SAKINAKA,ANDHERI(E),MUMBAI",办公文教,印度,"PRAKASH AGARWAL",,"0091 22 6935241/8591373","0091 22 8526930",INFO@BIMALPLASTICS.COM,INFO
"MAHAVIR DISTRIBUTORS","213/217,ABDUL REHMAN STREET,MUMBAI",办公文教,印度,P.L.GADA,,"0091 22 3448898/3445848/9821152042","0091 22 3413082",GADAPRAVINGADA@REDIFFMAIL.COM,GADAPRAVINGADA
"H.L.OSWAL TRADING COMPANY","12/2,FIRST FLOOR,SWADESHI MARKET,SADAR BAZAR,NEW DELHI",办公文教,印度,"VINAY OSWAL",,"0091 11 3676580/9811096861","0091 11 7476230",NEEVINOS@MANTRAONLINE.COM,NEEVINOS
"GNB MOTORS LTD.","19,R.N.MUKHERJEE ROAD 1ST FLOOR,MAIN BUILDING CALCUTTA-700001",办公文教,印度,P.K.TODI,,"0091 33 2484788","0091 33 2430151",NPR@CAL.VSNL.NET.IN,NPR
"ASIA PACIFIC BOOK PRESS INC.","106/E,KARULA NAGAR DELHI-07",办公文教,印度,MR.P.K.TRIPATHI,,"0091 11 23843955",91,NJJR@YAHOO.COM,NJJR
"SUBHASH BROTHERS MSS INTERNATIONAL","A-28,SURAJMAL VIHAR,DELHI",办公文教,印度,"MANISH JAIN",,"0091 11 2370085/2377625/9811048875","0091 11 2371965",MANISHJAIN42@HOTMAIL.COM,MANISHJAIN42
"UGRAJ & CO.","#59,NARAYANA MUDALI STREET,2ND FLOOR,CHENNAI-600079",办公文教,印度,"ASHOK OBANI",,"0091 44 5386338/5241799/5247882","0091 44 5383980",ugraj@md4.vsnl.net.in,ugraj
"JAIPUR BUSINESS CENTRE","THIRD FLOOR,SANGAM TOWER,190,CHURCH ROAD,JAIPUR",办公文教,印度,"D. P. PARWAL",,"0091 141 372400/362100","0091 141 378023",PARWAL@RAJASTHANWEB.COM,PARWAL
"JAY MARKET CREATORS (P) LTD.","4,RAJA WOODMUNT STREET,CALCUTTA",办公文教,印度,"Mr. SANJAY MALOO",,"0091 33 2431192","0091 33 2433431",jaymarket@caltiger.com,jaymarket
"GIGO INTERNATIONAL","16/5,MONALISA,AMRITVAN COMPLEX,YASHODHAM,DINDOSHI,GOREGAON EAST,MUMBAI-400063",办公文教,印度,"JHUN JHUNWALA",,"0091 22 8406338","0091 22 8429449",TOYSGIFT@BOL.NET.IN/GIGOINTL@HOTMAIL.COM,TOYSGIFT
"BANGKIT U.S.A.INC.","MUARA KARANG BLOK F9 SELATAN/89-93,JAKARTA",办公文教,印度尼西亚,"HIOE THIN TJHONG",,"0062 21 6612191","0062 21 6612178",BANGKIT@INDOSAT.NET.ID,BANGKIT
"PT. VISI LINTAS MEDIA","GEDUNG GRAMEDIA MATRAMAN 4TH FLOOR JL.MATRAMAN RAYA NO.46-50 JAKARTA TIMUR",办公文教,印度尼西亚,"ANTON W. TULUS",,"0062 21 8511110/8580029EXT.172","0062 21 8581430",TULUS@VISILINTAS.CO.ID,TULUS
"SEJATI STATIONERY CO.","JL.TIANG BENDERA V NO.2 A-B-C,SEBELAH BANK PANIN,JAKARTA-KOTA",办公文教,印度尼西亚,"BAMBANG PURNOMO",,"0062 21 6915776/6915777/6900640","0062 21 6900640/6923145",WIDYAAP@INDOSAT.NET.ID,WIDYAAP
"DEE MILLENIYASA GEMILANG CO.","JL.SUMBER ASIH NO.24.BANDUNG 40222,JAWA BARAT",办公文教,印度尼西亚,"Mr. DEEDE ZHONG",,"0062 265 334032","0062 265 335735",DEMILLE@ASIA.COM,DEMILLE
"MANDARIN SHOES","JL.DUPAK 3-9 BLOK C-3 SURABAYA",办公文教,印度尼西亚,"LI CHUN JI",,"0062 31 3550067/81 6521338","0062 31 3532549/3767231",JIMJOKER@SBY.DNET.NET.ID,JIMJOKER
"PT Ace Hardware Indonesia Tbk",,办公文教,印度尼西亚,Susan,,"6221 582 2222","6221 582 1520",susan@acehardware.co.id,susan
LANGSA,"JL.KARANG ANYAR GUNUNG 21 SEMARANG",办公文教,印度尼西亚,SONY,,"0062 24 8315721","0062 24 8315549",SONYTANS@YAHOO.COM,SONYTANS
"PT.SETIAKAWAN MAKMUR PRATAMA","SUITE #2-02.GEDUNG ISTANA PASAR BARU,JL.PINTU AIR RAYA NO.58-64,JAKARTA PUSAT",办公文教,印度尼西亚,"SASTRA KARTA",,"0062 21 3442202/3442203","0062 21 3853922",SKARTA@MWEB.CO.ID,SKARTA
"PT BUMI PERKASA MAKMUR","JL.DAAN MOGOT NO:45 A/3(SEBELAH JL:HADIAH)JAKARTA-BARAT",办公文教,印度尼西亚,"Mr. HENKY LEE",,"0062 21 56967873","0062 21 56967877",VIODI@CBN.NET.ID,VIODI
"CV. MEGA CITRA BUSANA","JL. PETA UTARA GG. VETERAN I NO.51,KALIDERES JAKARTA BARAT",办公文教,印度尼西亚,"WILLIAM AGUS",,"0062 21 5459933","0062 21 5459148",MECIBUS@CENTRIN.NET.ID,MECIBUS
"CV. GLOBAL MANDIRI EKSPOR IMPOR","PURI IMPERIUM OFFICE PLAZA LOWER GROUND FLOOR 31-32 JL. KUNINGAN MADYA KAV. 5-6 JAKARTA",办公文教,印度尼西亚,"Mr. SUMEDI SJAHRIAL",,"0062 21 83790886","0062 21 83790917",GLOBALMANDIRI@GGMALL.COM,GLOBALMANDIRI
"MINS PROMOTION","KOMPLEK HCRMOM MES A17",办公文教,印度尼西亚,"Mr. SUHARMIN",,"0062 21 6617975","0062 21 6684977",ZIPIGZI@YAHOO.COM,ZIPIGZI
"D C REPROGRAPHICS LTD","The Mill, Westwoods, Alphingbrook Road, Marsh Barton, Exeter, Devon, EX2 8QF",办公文教,英国,"Mr.Robert Wood",,"0044 1392 203223","0044 1392 203223",woods@iscapapers.co.uk,woods
"DEALERFIELD LTD.","BLENHEIM LANE,BLENHEIM ESTATE,NOTTINGHAM,NG6 8XJ UNITED KINGDOM",办公文教,英国,"MRS ALISON SWIFT",,"0044 115 9756000","0044 115 9756555",JMAHON@WONDERFULBOOKCOMPANY.CO.UK,JMAHON
"Macfarlane Packaging Ltd","Quartermaster Road, West Wilts, Trading Estate, GB BA13 4J, Westbury",办公文教,英国,"P. May",,"0044 1373 858555","0044 1373 858999",100767.654@compuserve.com,100767.654
"Harveys Ltd","Edgefield Road, Loanhead Midlothian, EH20 9SX",办公文教,英国,"Ross Porter",,"0044 131 440 0074","0044 131 440 3478",sales@harveys.ltd.uk,sales
"ROFAB ENTERPRISES","8,MAWBEY HOUSE OLD KENT ROAD,LONDON",办公文教,英国,"MS.GRACE ADEYEMI",,"0044 207 2777056/7931429913","0044 208 3181997",GRACEADEYEMI@HOTMAIL.COM,GRACEADEYEMI
"COMPACT GROUP","Unit 4, Deacon Estate, Forstal Road, Maidstone, Kent,ME20 7SP",办公文教,英国,"Mr Terny",,"0044 1622 719365","0044 1622 718831",envelope@directgroup.co.uk,envelope
"Radius Group Of Companies","Wykeland House, 47 Queen Street, GB HU1 1UU, Hull",办公文教,英国,"P. Kelly",,"0044 1482 227181","0044 1482 325660",plc@radiusplc.co.uk,plc
"INTERNATIONAL RECYCLING LTD.","GREYFRIARS HOUSE,18-20 PRINCE OF WALES ROAD,NORWICH,ENGLAND",办公文教,英国,"CRAIG GRAY",,"0044 1603 723490/723492/7879810833","0044 1603 723499",CRAIG@INTERNATIONAL-RECYCLING.COM,CRAIG
"INNOVA EDITIONS LTD","43/45 High Street, Weybridge, Surrey, KT13 8BB",办公文教,英国,"Mr.Jonnas Beinktangder",,"0044 1932 820018","0044 1932 850459",innova@innova-editions.demon.co.uk,innova
"GATEWAY 88 (UK)","493 HIGH ROAD TOTTENHAM LONDON ENGLAND",办公文教,英国,"ALLAN S K GOH",,"0044 7092 228118","0044 7905 884168",GATEWAY88LTD@HOTMAIL.COM,GATEWAY88LTD
"Merchill Professional Supplies.","UNIT 36, CHADKIRK IND. EST.,VALE ROAD, ROMILEY SK6 3LE",办公文教,英国,"Jason Gates",,"0044 161 427 9797","0044 161 427 9796",sales@expressmatting.com,sales
"REGALE INC.","76,ANGUS ST.,ROATH CARDIFF,WALES",办公文教,英国,"MR.SOTANI AMIT",,"0044 2720 219845","0044 2920 389200",AMITSOTANI@HOTMAIL.COM,AMITSOTANI
"ALFADHIL INTERNATIONAL TRADING CO.","P.O.BOX 807 AMMAN",办公文教,约旦,"AHSAN R.HASSAN",,"00962 6 5677790/77386181","00962 6 5667715/5681331",ALFADHIL@NOL.COM.JO,ALFADHIL
"AL. AGOUR TRADING",AQABA,办公文教,约旦,"YACOUB ABED &amp; SAMER SMADE",,"00962 7 95266001/95266002","00962 7 32014826",MA7AR@YAHOO.COM,MA7AR
PC-ZONE,"P.O.BOX 851398AMMAN 11185,JORDAN",办公文教,约旦,,,962-6-5535306,962-6-5535260,zater@pc-zone-jo.com,zater
"ABU DAHAB GROUP","saqra,amman",办公文教,约旦,MUWAFAK,,"00962 6 4203313","00962 6 4202480",DAHABGRP@ABUDAHAB.NET,DAHABGRP
"BIE GROUP EL-BAKRI IMPORT & EXPORT","P.O.BOX 183234 AMMAN 11118",办公文教,约旦,"YASER N.EL-BAKRI",,"00962 6 4612893/4639438/795551736","00962 6 4612894/4638044",BIEGROUP@NOL.COM.JO,BIEGROUP
"AL SAFA TRADING EST.","KING HUSEIN STREET,P.O BOX 6795 AMMAN",办公文教,约旦,"SHARIF QAISIEH",,"00962 6 4613592/4647066/795665566","00962 6 4655369",AL-SAFA@NETS.JO,AL-SAFA
"AIN JALOOT TRADING EST.","P.O.BOX:851288 AMMAN",办公文教,约旦,"HASAN AL-HASAN",,"00962 6 4652002/795559096","00962 6 4652088",JALOOT@GO.COM.JO,JALOOT
"M. ABU DAHAB & SONS CO.","AL-SAKHRA AL MUSHRAFA STR. ABU DAHAB COMPLEX P.O. BOX 1147 AMMAN",办公文教,约旦,"MUWAFFAK ABU DAHAB",,"00962 6 4203313/4203364","00962 6 4202480",DAHABGRP@JOINNET.COM.JO,DAHABGRP
"TRANS JORDAN COMPANY FOR SHOES TRADING","AMMAN 11115(P.O.BOX:150870)",办公文教,约旦,"MR.KHALIL AREEDA",,"00962 6 4643803/795962440",962,KHAREEDA@YAHOO.COM,KHAREEDA
"AL-MAKATEB LTD.","P.O.BOX 962188 AMMAN",办公文教,约旦,"HASSAN H.OMAR",,"00962 6 5621595/5666186","00962 6 5639486",AL-MAKATEB@NETS.COM.JO,AL-MAKATEB
"BIEN HOA CONFECTIONERY CORPORATION","64-66 TON THAT TUNG ST.,DIST.1,HOCHIMINH CITY",办公文教,越南,"MAI TRUONG GIANG",,"0084 8 8395718/9254559/0913873164","0084 8 9253924",BIBICA@HCM.VNN.VN,BIBICA
"BINH TIEN IMEX CORP.,PTE.,LTD.","129 BIS LY CHIEU HOANG ST.,10TH WARD,6TH DIST.,HCMC",办公文教,越南,"Mr. NGUYEN THI NGOC TRANG",,"0084 8 8754513","0084 8 8753443",BITIS.VT@FMAIL.VNN.VN,BITIS.VT
"RUBBER INDUSTRY & EXPORT-IMPORT CORPORATION (RUBICO)","64 TRUONG DINH STREET,DISTRICT 03,HCMC",办公文教,越南,"Mr. NGUYEN THANH PHIEN",,"0084 8 9303620/9327173","0084 8 9304856",RUBICO@TLNET.COM.VN,RUBICO
"BINH TAN PTE.,LTD.","22 DUONG AU CO PHUONG 17 QUAN TAN BINH TP. HO CHI MINH",办公文教,越南,"Mr. DO MINH HONG",,"0084 8 8444173/8496082/9231001/8381541/8383418","0084 8 8496005",BINHTAN@HCM.VNN.VN,BINHTAN
"BAO VIET SECURITIES COMPANY.","94 BA TRIEU,HANOI",办公文教,越南,"PHAM UYEN NGUYEN",,"0084 4 9433016/9433017","0084 4 9433012",BVSCSG@HCM.VNN.VN,BVSCSG
越南胡志明市平仙日用品制作有限公司,胡志明市第六郡李昭皇街129BIS号,办公文教,越南,"RUAN WEN JUN",,"0084 8 8754513","0084 8 8753443","BITIS.VT@HCM.FPT.VN,BITIS.VT.@FMAIL.VNN.VN",BITIS.VT
平仙日用品制作有限公司,胡志明市第六郡李昭皇街129BIS号,办公文教,越南,,,"0084 8 8754513","0084 8 8753443",bitis.vt@hcm.fpt.vn,bitis.vt
"SILA TRADING & ADVERTISING CO.,LTD.","329 HUYNH VAN BANH,PHU NHUAN DIST.,HO CHI MINH CITY",办公文教,越南,"TANG THIEN TU",,"0084 8 9907591/9907592/903703980","0084 8 8477296",SILAM@HCM.VNN.VN,SILAM
"VIETNAM MAXIM GARMENT (ACCESSORIES) CO.,LTD.","105/84E SU VAN HANH STREET,F12,Q10,T.P.H.C.M.",办公文教,越南,,,"0084 8 8632797","0084 8 8628642",MAXIMVN@HCM.VNN.VN,MAXIMVN
"T&M TRADING AND SERVICE CO.,LTD.","NO.3 HAN THUYEN STR.,HANOI",办公文教,越南,"NGUYEN HA MINH",,"0084 4 9713512/913524801","0084 4 9713512",NGUYENHAMINH@HN.VNN.VN,NGUYENHAMINH
"JUMMA INTERNATIONAL CO.,LTD.","90A/B71 LY THUONG KIET,WARD 14,DIST.10,HO CHI MINH CITY",办公文教,越南,"JACKIE HUANG",,"0084 8 8656990/90832698","0084 8 8639802",JUMMAHCM@HCM.VNN.VN,JUMMAHCM
"AL FRESCOS","27 DONG DU,HO CHI MINH CITY",办公文教,越南,"NGUYEN THUY QUYNH",,"0084 8 8227318/913218575","0084 8 8227317",ALFRESCO@FPT.VN,ALFRESCO
"NDOLA STATIONERS LIMITED","P.O.BOX 71521,NDOLA",办公文教,赞比亚,"MANHAR PATEL",,"00260 2 611497/611498/95707252","00260 2 615040/615286",NLASTAT@ZAMTEL.ZM,NLASTAT
"NISCO INDUSTRIES LTD.","P.O. BOX 38781, LUSAKA",办公文教,赞比亚,"Y. KARNIB",,"00260 1 286679/286273/97791003","00260 1 286624",NISCO@COPPERNET.ZM,NISCO
"COMERCIAL GALIA LIMITADA","VICUNA MAQNENA 3150, MACUL, SANTIAGO",办公文教,智利,"GUSTAVO JULLIAN",,"0056 2 3507700","0056 2 3507807/35077794",GALIA@CACEL.CL,GALIA
"SADBURY SCHWEPPES PRODUCTOS ALIMENTICIOS","VICTOR MANUEL 1881, SANTIAGO, SANTIAGO",办公文教,智利,"IVO FUENTES OLGUIN",,"0056 2 5513391/5562892","0056 2 5440496",IVOFUENTES@CABUREY.TIE.CL,IVOFUENTES
"MT CHILE","MANZANA 1 GALPON 9,ZONA FRANCA IQUIQUE",办公文教,智利,"MK. PREIN MELW ANI",,"0056 81 391610/391612/473114","0056 81 391611",GERENCIA@MTCHILE.COM,GERENCIA
"EDOSA S A","AV. SANTIAGO 801 PROVIDENCIA, PROVIDENCIA, SANTIAGO",办公文教,智利,"EUGENIO ASTUDILLO",,"0056 2 4501300","0056 2 4501360",EDOSA@OCEANOCHILE.CL,EDOSA
"PARRO ALVARINO Y COMPANIA LIMITADA","GENERAL FREIRE 186 LA CISTERNA, LA CISTERNA, SANTIAGO",办公文教,智利,"NELSON RAMOS JOSE",,"0056 2 5252795","0056 2 5252305",ALVARINO@ENTELCHILE.NET,ALVARINO
"EFFEM CHILE LIMITADA","AV.AMERICO VESPUCIO 2758 A, CONCHALI, SANTIAGO",办公文教,智利,"FERNANDO MAZIN",,"0056 2 6243036","0056 2 6244686",FERNANDO.MAZIN@EFFEM.COM,FERNANDO.MAZIN
"PAPELERA DIMAR S.A.","CARRETERA GENERAL SAN MARTIN 7600, QUILICURA, SANTIAGO",办公文教,智利,"ALFREDO CORREA D",,"0056 2 6206000","0056 2 6230222",VENTAS@DIMAR.CL,VENTAS
"MONARK LTDA.","MANZANA 7, GALPON 15,ZOFRI, IQUIQUE",办公文教,智利,"DEEPAK U. SINGH",,"0056 57 428741","0056 57 428400",DEEPAK@ADSL.TIE.CL,DEEPAK
"COMERCIAL PALIZZIO S.A.","HUERFANOS 915,SANTIAGO",办公文教,智利,"DIONISIO GARCIA FLUXA",,"0056 2 6330942/6392982/6643497","0056 2 6330942/6392982/6643497",PALIZZIO@ENTELCHILE.NET,PALIZZIO
"Yuyao Jintaiyang Recreational and Sports Goods Co.,Ltd","A Area Economics and Technolgy Developing District Yuyao City,Zhejiang,China",办公文教,中国,Agnez,,0086-574-62719533,0086-574-62719532,zy@nbjty.com,zy
"GUANGZHOU E.BOX DIGITAL-TECHNOLOGY PRODUCT CO.,LTD.","B6,5F,Jianfa Plaza,111# Airport Road, Guangzhou, CHINA",办公文教,中国,,,86-20-86349899,86-20-86349399,eb@eboxgz.com,eb
"INVESTMENT PROMOTION SERVICE CENTER OF CHAOYANG DISTRICT PEOPLES GOVERNMENT,BEIJING","Rm401-403,4/F.Jingguang Center Office Bldg.Chaoyang District Beijing, CHINA",办公文教,中国,,,010-65978506,010-65978501,xiexi@cyzs.com,xiexi
"Gaozhou Fitya Gloves Factory","Huqiannan Road, Gaozhou, Guangdong,China",办公文教,中国,"Hunter Zhu",,668-6631400,668-6632400,hunter@21cn.net,hunter
"SUZHOU INDUSTRIAL PARK ASIA PACIFIC PAPER CONVERTING CO., LTD.","212# ZhenBei Road, Kuatang Town, Suzhou, Jiangsu, CHINA",办公文教,中国,,,8651262743888,8651262742005,aprilexport@rgmi.com.cn,aprilexport
"SHENZHEN EASEPAL TRADING CO., LTD.","Rm#2504, Block B, Huangdu Plaza, No.3008 Yitian Rd., Futian District, Shenzhen 518048, China",办公文教,中国,,,0755-83864141,0755-83864609,David@easepal.com.cn,David
"OMASTER LNTERNATIONAL LTD.","14/f suncome cimic tower,1090century avenue,pudong new area.shanghai,china",办公文教,中国,,,86-58355677,86-58352998,jeffcls2001@yahoo.com.cn,jeffcls2001
"DEOJI & SONS LIMITED","P.O.BOX:67 123 VITOGO PARADE,LAUTOKA",办公文教,斐济,MARENDRA.K.DEOJI,,"00679 6660282/6668645/9920282","00679 6661022",DEOJI@CONNECT.COM.FJ,DEOJI
"FOOTWEAR MANUFACTURERS LIMITED","17 MILLET RD.,VATUWAQA INDUSTRIAL,SUVA (P.O.BOX:5084,RAIWAQA,SUVA)",办公文教,斐济,"VASU AMIN",,"00679 3385668/3385804","00679 3387708",VASUAMIN@IS.COM.FJ,VASUAMIN
"A D ENTERPRISES LIMITED","GPO BOX 930,5 EDEN STREET,TOORAK SUVA",办公文教,斐济,"Mr. RAMESH HANSJI",,"00679 3311096/3308112","00679 3302036/3302829",ADE@IS.COM.FJ,ADE
